X,Y
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1258,868
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1210,821
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
1186,604
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
739,470
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
470,280
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
495,319
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
500,493
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
837,794
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
996,1144
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
487,284
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
898,738
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1023,670
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1126,639
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1194,614
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
1160,634
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
740,1074
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1148,254
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1225,349
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
1314,732
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
735,895
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
602,830
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
392,933
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
401,1053
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
431,1020
1199,869
1199,869
933,381
933,381
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
616,264
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
511,224
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
547,371
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
618,483
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
610,476
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
619,443
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
642,525
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
629,573
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
569,494
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
637,586
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
654,567
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
608,590
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
641,583
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
673,537
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
840,931
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
716,1019
